pathway,GO
RHOMBOMERE_DEVELOPMENT,GO:0021546
TRIGEMINAL_NERVE_DEVELOPMENT,GO:0021559
VESTIBULOCOCHLEAR_NERVE_DEVELOPMENT,GO:0021562
GLOSSOPHARYNGEAL_NERVE_DEVELOPMENT,GO:0021563
CRANIAL_NERVE_FORMATION,GO:0021603
CRANIAL_NERVE_STRUCTURAL_ORGANIZATION,GO:0021604
FACIAL_NERVE_MORPHOGENESIS,GO:0021610
FACIAL_NERVE_STRUCTURAL_ORGANIZATION,GO:0021612
CENTRAL_NERVOUS_SYSTEM_MATURATION,GO:0021626
OPTIC_NERVE_MORPHOGENESIS,GO:0021631
TRIGEMINAL_NERVE_MORPHOGENESIS,GO:0021636
VESTIBULOCOCHLEAR_NERVE_MORPHOGENESIS,GO:0021648
CEREBELLAR_GRANULAR_LAYER_MORPHOGENESIS,GO:0021683
CEREBELLAR_GRANULAR_LAYER_FORMATION,GO:0021684
GLIAL_CELL_FATE_SPECIFICATION,GO:0021780
BRANCHIOMOTOR_NEURON_AXON_GUIDANCE,GO:0021785
CEREBRAL_CORTEX_REGIONALIZATION,GO:0021796
FOREBRAIN_DORSAL_VENTRAL_PATTERN_FORMATION,GO:0021798
CEREBRAL_CORTEX_TANGENTIAL_MIGRATION,GO:0021800
CELL_MOTILITY_INVOLVED_IN_CEREBRAL_CORTEX_RADIAL_GLIA_GUIDED_MIGRATION,GO:0021814
MODULATION_OF_MICROTUBULE_CYTOSKELETON_INVOLVED_IN_CEREBRAL_CORTEX_RADIAL_GLIA_GUIDED_MIGRATION,GO:0021815
SUBSTRATE_DEPENDENT_CEREBRAL_CORTEX_TANGENTIAL_MIGRATION,GO:0021825
PYRAMIDAL_NEURON_DIFFERENTIATION,GO:0021859
FOREBRAIN_RADIAL_GLIAL_CELL_DIFFERENTIATION,GO:0021861
FOREBRAIN_VENTRICULAR_ZONE_PROGENITOR_CELL_DIVISION,GO:0021869
FOREBRAIN_NEUROBLAST_DIVISION,GO:0021873
FOREBRAIN_NEURON_DIFFERENTIATION,GO:0021879
CEREBRAL_CORTEX_GABAERGIC_INTERNEURON_DEVELOPMENT,GO:0021894
COMMITMENT_OF_NEURONAL_CELL_TO_SPECIFIC_NEURON_TYPE_IN_FOREBRAIN,GO:0021902
SMOOTHENED_SIGNALING_PATHWAY_INVOLVED_IN_VENTRAL_SPINAL_CORD_PATTERNING,GO:0021910
HINDBRAIN_RADIAL_GLIA_GUIDED_CELL_MIGRATION,GO:0021932
REGULATION_OF_CEREBELLAR_GRANULE_CELL_PRECURSOR_PROLIFERATION,GO:0021936
CEREBELLAR_PURKINJE_CELL_GRANULE_CELL_PRECURSOR_CELL_SIGNALING_INVOLVED_IN_REGULATION_OF_GRANULE_CELL_PRECURSOR_CELL_PROLIFERATION,GO:0021937
POSITIVE_REGULATION_OF_CEREBELLAR_GRANULE_CELL_PRECURSOR_PROLIFERATION,GO:0021940
CORTICOSPINAL_TRACT_MORPHOGENESIS,GO:0021957
ANTERIOR_COMMISSURE_MORPHOGENESIS,GO:0021960
HYPOTHALAMUS_CELL_DIFFERENTIATION,GO:0021979
NEURAL_PLATE_ANTERIOR_POSTERIOR_REGIONALIZATION,GO:0021999
INTERKINETIC_NUCLEAR_MIGRATION,GO:0022027
TANGENTIAL_MIGRATION_FROM_THE_SUBVENTRICULAR_ZONE_TO_THE_OLFACTORY_BULB,GO:0022028
MOLTING_CYCLE_PROCESS,GO:0022404
PROTEIN_MATURATION_BY_PROTEIN_FOLDING,GO:0022417
MAMMALIAN_OOGENESIS_STAGE,GO:0022605
MEMBRANE_TO_MEMBRANE_DOCKING,GO:0022614
RESPIRATORY_ELECTRON_TRANSPORT_CHAIN,GO:0022904
CD40_SIGNALING_PATHWAY,GO:0023035
NEURONAL_SIGNAL_TRANSDUCTION,GO:0023041
POSITIVE_REGULATION_OF_SIGNALING,GO:0023056
NEGATIVE_REGULATION_OF_SIGNALING,GO:0023057
MICROVILLUS_ASSEMBLY,GO:0030033
ACTIN_FILAMENT_DEPOLYMERIZATION,GO:0030042
PARALLEL_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,GO:0030046
ACTIN_MODIFICATION,GO:0030047
MUSCLE_FILAMENT_SLIDING,GO:0030049
VESICLE_TRANSPORT_ALONG_ACTIN_FILAMENT,GO:0030050
PEPTIDE_HORMONE_SECRETION,GO:0030072
PROTEIN_REPAIR,GO:0030091
PANCREATIC_JUICE_SECRETION,GO:0030157
REGULATION_OF_DNA_DEPENDENT_DNA_REPLICATION_INITIATION,GO:0030174
HYALURONAN_BIOSYNTHETIC_PROCESS,GO:0030213
EOSINOPHIL_DIFFERENTIATION,GO:0030222
NEUTROPHIL_DIFFERENTIATION,GO:0030223
AUTOPHAGY_OF_PEROXISOME,GO:0030242
GROWTH_HORMONE_SECRETION,GO:0030252
LIPID_GLYCOSYLATION,GO:0030259
APOPTOTIC_CHROMOSOME_CONDENSATION,GO:0030263
TRANSEPITHELIAL_CHLORIDE_TRANSPORT,GO:0030321
DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,GO:0030330
FRUCTOSE_1_6_BISPHOSPHATE_METABOLIC_PROCESS,GO:0030388
PRODUCTION_OF_SIRNA_INVOLVED_IN_RNA_INTERFERENCE,GO:0030422
PERISTALSIS,GO:0030432
UBIQUITIN_DEPENDENT_ERAD_PATHWAY,GO:0030433
NUCLEAR_MIGRATION_ALONG_MICROTUBULE,GO:0030473
REGULATION_OF_BONE_MINERALIZATION,GO:0030500
POSITIVE_REGULATION_OF_BONE_MINERALIZATION,GO:0030501
NEGATIVE_REGULATION_OF_BONE_MINERALIZATION,GO:0030502
COLLAGEN_CATABOLIC_PROCESS,GO:0030574
NUCLEAR_BODY_ORGANIZATION,GO:0030575
PML_BODY_ORGANIZATION,GO:0030578
UBIQUITIN_DEPENDENT_SMAD_PROTEIN_CATABOLIC_PROCESS,GO:0030579
SEQUESTERING_OF_TRIGLYCERIDE,GO:0030730
REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS,GO:0030808
NEGATIVE_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS,GO:0030809
POSITIVE_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS,GO:0030810
NEGATIVE_REGULATION_OF_GRANULOCYTE_DIFFERENTIATION,GO:0030853
POSITIVE_REGULATION_OF_GRANULOCYTE_DIFFERENTIATION,GO:0030854
REGULATION_OF_MYELOID_DENDRITIC_CELL_ACTIVATION,GO:0030885
PARANODAL_JUNCTION_ASSEMBLY,GO:0030913
OTIC_VESICLE_FORMATION,GO:0030916
MIDBRAIN_HINDBRAIN_BOUNDARY_DEVELOPMENT,GO:0030917
NEGATIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,GO:0030948
ESTABLISHMENT_OR_MAINTENANCE_OF_ACTIN_CYTOSKELETON_POLARITY,GO:0030950
ESTABLISHMENT_OR_MAINTENANCE_OF_CYTOSKELETON_POLARITY,GO:0030952
ASTRAL_MICROTUBULE_ORGANIZATION,GO:0030953
ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE,GO:0030968
EXOCRINE_PANCREAS_DEVELOPMENT,GO:0031017
MYOSIN_FILAMENT_ORGANIZATION,GO:0031033
PRIMARY_MIRNA_PROCESSING,GO:0031053
CHROMATIN_REMODELING_AT_CENTROMERE,GO:0031055
REGULATION_OF_HISTONE_MODIFICATION,GO:0031056
NEGATIVE_REGULATION_OF_HISTONE_DEACETYLATION,GO:0031064
POST_EMBRYONIC_CAMERA_TYPE_EYE_DEVELOPMENT,GO:0031077
NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_INDEPENDENT_DECAY,GO:0031086
ANIMAL_ORGAN_REGENERATION,GO:0031100
NEGATIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION,GO:0031111
REGULATION_OF_MICROTUBULE_DEPOLYMERIZATION,GO:0031114
NEGATIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION,GO:0031115
RRNA_PSEUDOURIDINE_SYNTHESIS,GO:0031118
TRNA_PSEUDOURIDINE_SYNTHESIS,GO:0031119
SNORNA_3_END_PROCESSING,GO:0031126
REGULATION_OF_AXON_DIAMETER,GO:0031133
PEPTIDE_MODIFICATION,GO:0031179
POSTTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE_TRANSLOCATION,GO:0031204
PSEUDOPODIUM_ORGANIZATION,GO:0031268
REGULATION_OF_CYCLASE_ACTIVITY,GO:0031279
POSITIVE_REGULATION_OF_CYCLASE_ACTIVITY,GO:0031281
REPLICATION_FORK_PROCESSING,GO:0031297
REGULATION_OF_CELLULAR_CATABOLIC_PROCESS,GO:0031329
NEGATIVE_REGULATION_OF_VESICLE_FUSION,GO:0031339
POSITIVE_REGULATION_OF_VESICLE_FUSION,GO:0031340
NEGATIVE_REGULATION_OF_MRNA_3_END_PROCESSING,GO:0031441
CHROMATIN_ASSEMBLY,GO:0031497
PROTEIN_CONTAINING_COMPLEX_LOCALIZATION,GO:0031503
HETEROCHROMATIN_ASSEMBLY,GO:0031507
BRAIN_DERIVED_NEUROTROPHIC_FACTOR_RECEPTOR_SIGNALING_PATHWAY,GO:0031547
MEMBRANE_RAFT_DISTRIBUTION,GO:0031580
ACTIVATION_OF_PHOSPHOLIPASE_D_ACTIVITY,GO:0031584
REGULATION_OF_INOSITOL_1_4_5_TRISPHOSPHATE_SENSITIVE_CALCIUM_RELEASE_CHANNEL_ACTIVITY,GO:0031585
REGULATION_OF_SYNAPTIC_VESICLE_FUSION_TO_PRESYNAPTIC_ACTIVE_ZONE_MEMBRANE,GO:0031630
PLASMINOGEN_ACTIVATION,GO:0031639
KILLING_OF_CELLS_OF_OTHER_ORGANISM,GO:0031640
NEGATIVE_REGULATION_OF_MYELINATION,GO:0031642
HEAT_GENERATION,GO:0031649
POSITIVE_REGULATION_OF_HEAT_GENERATION,GO:0031652
NEGATIVE_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY,GO:0031665
POSITIVE_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY,GO:0031666
PROTECTION_FROM_NON_HOMOLOGOUS_END_JOINING_AT_TELOMERE,GO:0031848
NEGATIVE_REGULATION_OF_SYNAPTIC_PLASTICITY,GO:0031914
POSITIVE_REGULATION_OF_SYNAPTIC_PLASTICITY,GO:0031915
NEGATIVE_REGULATION_OF_CHROMATIN_SILENCING,GO:0031936
POSITIVE_REGULATION_OF_CHROMATIN_SILENCING,GO:0031937
REGULATION_OF_GLUCOCORTICOID_METABOLIC_PROCESS,GO:0031943
NEGATIVE_REGULATION_OF_GLUCOCORTICOID_METABOLIC_PROCESS,GO:0031944
REGULATION_OF_GLUCOCORTICOID_BIOSYNTHETIC_PROCESS,GO:0031946
CORTICOSTEROID_RECEPTOR_SIGNALING_PATHWAY,GO:0031958
LOCOMOTION_INVOLVED_IN_LOCOMOTORY_BEHAVIOR,GO:0031987
NEGATIVE_REGULATION_OF_FATTY_ACID_BETA_OXIDATION,GO:0031999
POSITIVE_REGULATION_OF_FATTY_ACID_BETA_OXIDATION,GO:0032000
ARF_PROTEIN_SIGNAL_TRANSDUCTION,GO:0032011
ISG15_PROTEIN_CONJUGATION,GO:0032020
NEGATIVE_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_STRESS,GO:0032055
POSITIVE_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_STRESS,GO:0032056
BLEB_ASSEMBLY,GO:0032060
REGULATION_OF_DEOXYRIBONUCLEASE_ACTIVITY,GO:0032070
REGULATION_OF_ENDODEOXYRIBONUCLEASE_ACTIVITY,GO:0032071
NEGATIVE_REGULATION_OF_NUCLEASE_ACTIVITY,GO:0032074
POSITIVE_REGULATION_OF_DEOXYRIBONUCLEASE_ACTIVITY,GO:0032077
SEQUESTERING_OF_ZINC_ION,GO:0032119
TRANSPOSITION,GO:0032196
TRANSPOSITION_RNA_MEDIATED,GO:0032197
TELOMERE_MAINTENANCE_VIA_SEMI_CONSERVATIVE_REPLICATION,GO:0032201
REGULATION_OF_SYNAPTIC_TRANSMISSION_CHOLINERGIC,GO:0032222
POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_DOPAMINERGIC,GO:0032226
NEGATIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC,GO:0032229
ACTIVATION_OF_STORE_OPERATED_CALCIUM_CHANNEL_ACTIVITY,GO:0032237
POSITIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT,GO:0032241
SECRETORY_GRANULE_LOCALIZATION,GO:0032252
PURINE_NUCLEOTIDE_SALVAGE,GO:0032261
PYRIMIDINE_NUCLEOTIDE_SALVAGE,GO:0032262
GONADOTROPIN_SECRETION,GO:0032274
LUTEINIZING_HORMONE_SECRETION,GO:0032275
NEGATIVE_REGULATION_OF_GONADOTROPIN_SECRETION,GO:0032277
POSITIVE_REGULATION_OF_GONADOTROPIN_SECRETION,GO:0032278
PERIPHERAL_NERVOUS_SYSTEM_MYELIN_MAINTENANCE,GO:0032287
ALANINE_TRANSPORT,GO:0032328
SERINE_TRANSPORT,GO:0032329
REGULATION_OF_ALDOSTERONE_METABOLIC_PROCESS,GO:0032344
NEGATIVE_REGULATION_OF_HORMONE_METABOLIC_PROCESS,GO:0032351
OXYGEN_HOMEOSTASIS,GO:0032364
INTRACELLULAR_STEROL_TRANSPORT,GO:0032366
REGULATION_OF_INTRACELLULAR_LIPID_TRANSPORT,GO:0032377
POSITIVE_REGULATION_OF_INTRACELLULAR_LIPID_TRANSPORT,GO:0032379
REGULATION_OF_SODIUM_PROTON_ANTIPORTER_ACTIVITY,GO:0032415
POSITIVE_REGULATION_OF_PHOSPHOLIPASE_A2_ACTIVITY,GO:0032430
NEGATIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,GO:0032435
PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION,GO:0032446
NEGATIVE_REGULATION_OF_PROTEIN_HOMOOLIGOMERIZATION,GO:0032463
NEGATIVE_REGULATION_OF_CYTOKINESIS,GO:0032466
NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_CALCIUM_ION_CONCENTRATION,GO:0032471
RAB_PROTEIN_SIGNAL_TRANSDUCTION,GO:0032482
RAP_PROTEIN_SIGNAL_TRANSDUCTION,GO:0032486
CDC42_PROTEIN_SIGNAL_TRANSDUCTION,GO:0032488
REGULATION_OF_CDC42_PROTEIN_SIGNAL_TRANSDUCTION,GO:0032489
RESPONSE_TO_BACTERIAL_LIPOPROTEIN,GO:0032493
RESPONSE_TO_PEPTIDOGLYCAN,GO:0032494
MAINTENANCE_OF_PROTEIN_LOCATION_IN_CELL,GO:0032507
ENDOSOME_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY,GO:0032509
ENDOSOME_TO_LYSOSOME_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY,GO:0032510
LATE_ENDOSOME_TO_VACUOLE_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY,GO:0032511
SOMITE_ROSTRAL_CAUDAL_AXIS_SPECIFICATION,GO:0032525
REGULATION_OF_MICROVILLUS_LENGTH,GO:0032532
REGULATION_OF_MICROVILLUS_ASSEMBLY,GO:0032534
PROTEIN_TRANSPORT_WITHIN_LIPID_BILAYER,GO:0032594
PROTEIN_TRANSPORT_INTO_MEMBRANE_RAFT,GO:0032596
CHEMOKINE_PRODUCTION,GO:0032602
GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR_PRODUCTION,GO:0032604
TYPE_I_INTERFERON_PRODUCTION,GO:0032606
INTERFERON_ALPHA_PRODUCTION,GO:0032607
INTERFERON_BETA_PRODUCTION,GO:0032608
INTERLEUKIN_1_ALPHA_PRODUCTION,GO:0032610
INTERLEUKIN_1_BETA_PRODUCTION,GO:0032611
INTERLEUKIN_10_PRODUCTION,GO:0032613
INTERLEUKIN_12_PRODUCTION,GO:0032615
INTERLEUKIN_13_PRODUCTION,GO:0032616
INTERLEUKIN_17_PRODUCTION,GO:0032620
INTERLEUKIN_18_PRODUCTION,GO:0032621
INTERLEUKIN_2_PRODUCTION,GO:0032623
INTERLEUKIN_23_PRODUCTION,GO:0032627
INTERLEUKIN_4_PRODUCTION,GO:0032633
INTERLEUKIN_5_PRODUCTION,GO:0032634
INTERLEUKIN_6_PRODUCTION,GO:0032635
INTERLEUKIN_8_PRODUCTION,GO:0032637
REGULATION_OF_INTERLEUKIN_18_PRODUCTION,GO:0032661
NEGATIVE_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION,GO:0032687
NEGATIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION,GO:0032688
NEGATIVE_REGULATION_OF_INTERLEUKIN_13_PRODUCTION,GO:0032696
NEGATIVE_REGULATION_OF_INTERLEUKIN_4_PRODUCTION,GO:0032713
NEGATIVE_REGULATION_OF_INTERLEUKIN_5_PRODUCTION,GO:0032714
POSITIVE_REGULATION_OF_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR_PRODUCTION,GO:0032725
POSITIVE_REGULATION_OF_INTERLEUKIN_23_PRODUCTION,GO:0032747
POSITIVE_REGULATION_OF_INTERLEUKIN_5_PRODUCTION,GO:0032754
MAST_CELL_CYTOKINE_PRODUCTION,GO:0032762
REGULATION_OF_MAST_CELL_CYTOKINE_PRODUCTION,GO:0032763
DNA_METHYLATION_ON_CYTOSINE,GO:0032776
BILE_ACID_SECRETION,GO:0032782
RIBOSOME_DISASSEMBLY,GO:0032790
NEGATIVE_REGULATION_OF_CREB_TRANSCRIPTION_FACTOR_ACTIVITY,GO:0032792
LOW_DENSITY_LIPOPROTEIN_RECEPTOR_PARTICLE_METABOLIC_PROCESS,GO:0032799
RECEPTOR_BIOSYNTHETIC_PROCESS,GO:0032800
LOW_DENSITY_LIPOPROTEIN_PARTICLE_RECEPTOR_CATABOLIC_PROCESS,GO:0032802
REGULATION_OF_LOW_DENSITY_LIPOPROTEIN_PARTICLE_RECEPTOR_CATABOLIC_PROCESS,GO:0032803
LACRIMAL_GLAND_DEVELOPMENT,GO:0032808
NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION,GO:0032815
POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_PROLIFERATION,GO:0032819
REGULATION_OF_NATURAL_KILLER_CELL_DIFFERENTIATION,GO:0032823
POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_DIFFERENTIATION,GO:0032825
REGULATION_OF_NATURAL_KILLER_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE,GO:0032826
GLOMERULAR_BASEMENT_MEMBRANE_DEVELOPMENT,GO:0032836
REGULATION_OF_CELLULAR_PH_REDUCTION,GO:0032847
TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION,GO:0032905
TRANSFORMING_GROWTH_FACTOR_BETA2_PRODUCTION,GO:0032906
NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION,GO:0032911
POSITIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION,GO:0032914
NEGATIVE_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY,GO:0032926
POSITIVE_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY,GO:0032927
SECRETION_BY_TISSUE,GO:0032941
INOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS,GO:0032958
REGULATION_OF_INOSITOL_TRISPHOSPHATE_BIOSYNTHETIC_PROCESS,GO:0032960
COLLAGEN_METABOLIC_PROCESS,GO:0032963
COLLAGEN_BIOSYNTHETIC_PROCESS,GO:0032964
PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,GO:0032984
PROTEIN_DNA_COMPLEX_DISASSEMBLY,GO:0032986
NEGATIVE_REGULATION_OF_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,GO:0033007
MYELOID_CELL_APOPTOTIC_PROCESS,GO:0033028
POSITIVE_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS,GO:0033034
T_CELL_DIFFERENTIATION_IN_THYMUS,GO:0033077
IMMATURE_T_CELL_PROLIFERATION,GO:0033079
IMMATURE_T_CELL_PROLIFERATION_IN_THYMUS,GO:0033080
REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS,GO:0033081
NEGATIVE_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS,GO:0033085
NEGATIVE_REGULATION_OF_IMMATURE_T_CELL_PROLIFERATION,GO:0033087
POSITIVE_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS,GO:0033089
POSITIVE_REGULATION_OF_HISTONE_PHOSPHORYLATION,GO:0033129
POSITIVE_REGULATION_OF_GLUCOKINASE_ACTIVITY,GO:0033133
POSITIVE_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY,GO:0033148
HISTONE_H3_K9_DEMETHYLATION,GO:0033169
REGULATION_OF_HISTONE_UBIQUITINATION,GO:0033182
POSITIVE_REGULATION_OF_HISTONE_UBIQUITINATION,GO:0033184
MEIOTIC_CYTOKINESIS,GO:0033206
LEPTIN_MEDIATED_SIGNALING_PATHWAY,GO:0033210
ADIPONECTIN_ACTIVATED_SIGNALING_PATHWAY,GO:0033211
IRON_IMPORT_INTO_CELL,GO:0033212
DSRNA_TRANSPORT,GO:0033227
NEGATIVE_REGULATION_OF_PROTEIN_SUMOYLATION,GO:0033234
NEGATIVE_REGULATION_OF_CELLULAR_AMINE_METABOLIC_PROCESS,GO:0033239
CELL_PROLIFERATION_IN_MIDBRAIN,GO:0033278
T_TUBULE_ORGANIZATION,GO:0033292
SECRETION_OF_LYSOSOMAL_ENZYMES,GO:0033299
MEIOTIC_CELL_CYCLE_CHECKPOINT,GO:0033313
MITOTIC_DNA_REPLICATION_CHECKPOINT,GO:0033314
S_ADENOSYLMETHIONINE_CYCLE,GO:0033353
GAS_HOMEOSTASIS,GO:0033483
GALACTOSE_CATABOLIC_PROCESS_VIA_UDP_GALACTOSE,GO:0033499
FLOOR_PLATE_DEVELOPMENT,GO:0033504
HISTONE_H2B_UBIQUITINATION,GO:0033523
ANTERIOR_POSTERIOR_AXON_GUIDANCE,GO:0033564
TRANSFERRIN_TRANSPORT,GO:0033572
PROTEIN_GLYCOSYLATION_IN_GOLGI,GO:0033578
RESPONSE_TO_L_ASCORBIC_ACID,GO:0033591
POSITIVE_REGULATION_OF_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION,GO:0033601
POSITIVE_REGULATION_OF_DOPAMINE_SECRETION,GO:0033603
INTEGRIN_ACTIVATION,GO:0033622
REGULATION_OF_INTEGRIN_ACTIVATION,GO:0033623
POSITIVE_REGULATION_OF_INTEGRIN_ACTIVATION,GO:0033625
NEGATIVE_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN,GO:0033629
CELL_CELL_ADHESION_MEDIATED_BY_INTEGRIN,GO:0033631
REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_INTEGRIN,GO:0033632
POSITIVE_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_INTEGRIN,GO:0033634
REGULATION_OF_LUTEINIZING_HORMONE_SECRETION,GO:0033684
OSTEOBLAST_PROLIFERATION,GO:0033687
NEGATIVE_REGULATION_OF_OSTEOBLAST_PROLIFERATION,GO:0033689
NUCLEOSIDE_BISPHOSPHATE_CATABOLIC_PROCESS,GO:0033869
ENDOSOMAL_VESICLE_FUSION,GO:0034058
STRESS_GRANULE_ASSEMBLY,GO:0034063
ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION,GO:0034085
MAINTENANCE_OF_SISTER_CHROMATID_COHESION,GO:0034086
REGULATION_OF_MAINTENANCE_OF_SISTER_CHROMATID_COHESION,GO:0034091
POSITIVE_REGULATION_OF_MAINTENANCE_OF_SISTER_CHROMATID_COHESION,GO:0034093
POSITIVE_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION,GO:0034112
POSITIVE_REGULATION_OF_HETEROTYPIC_CELL_CELL_ADHESION,GO:0034116
REGULATION_OF_MYD88_INDEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,GO:0034127
TOLL_LIKE_RECEPTOR_2_SIGNALING_PATHWAY,GO:0034134
REGULATION_OF_TOLL_LIKE_RECEPTOR_2_SIGNALING_PATHWAY,GO:0034135
NEGATIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_2_SIGNALING_PATHWAY,GO:0034136
POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_2_SIGNALING_PATHWAY,GO:0034137
TOLL_LIKE_RECEPTOR_3_SIGNALING_PATHWAY,GO:0034138
REGULATION_OF_TOLL_LIKE_RECEPTOR_3_SIGNALING_PATHWAY,GO:0034139
POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_3_SIGNALING_PATHWAY,GO:0034141
NEGATIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY,GO:0034144
POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY,GO:0034145
TOLL_LIKE_RECEPTOR_7_SIGNALING_PATHWAY,GO:0034154
REGULATION_OF_TOLL_LIKE_RECEPTOR_9_SIGNALING_PATHWAY,GO:0034163
ACYLGLYCEROL_TRANSPORT,GO:0034196
RESPONSE_TO_OLEIC_ACID,GO:0034201
AMYLOID_BETA_FORMATION,GO:0034205
PROTEIN_HEXAMERIZATION,GO:0034214
TRNA_THIO_MODIFICATION,GO:0034227
MACROPHAGE_FUSION,GO:0034238
RESPONSE_TO_DISACCHARIDE,GO:0034285
PRIMARY_ALCOHOL_BIOSYNTHETIC_PROCESS,GO:0034309
PRIMARY_ALCOHOL_CATABOLIC_PROCESS,GO:0034310
NEGATIVE_REGULATION_OF_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION,GO:0034316
CELL_JUNCTION_MAINTENANCE,GO:0034331
ADHERENS_JUNCTION_MAINTENANCE,GO:0034334
GLIAL_CELL_APOPTOTIC_PROCESS,GO:0034349
REGULATION_OF_GLIAL_CELL_APOPTOTIC_PROCESS,GO:0034350
DE_NOVO_NAD_BIOSYNTHETIC_PROCESS_FROM_TRYPTOPHAN,GO:0034354
NAD_BIOSYNTHESIS_VIA_NICOTINAMIDE_RIBOSIDE_SALVAGE_PATHWAY,GO:0034356
PROTEIN_CONTAINING_COMPLEX_REMODELING,GO:0034367
TRIGLYCERIDE_RICH_LIPOPROTEIN_PARTICLE_REMODELING,GO:0034370
CHYLOMICRON_REMODELING,GO:0034371
VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING,GO:0034372
CHYLOMICRON_ASSEMBLY,GO:0034378
VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_ASSEMBLY,GO:0034379
HIGH_DENSITY_LIPOPROTEIN_PARTICLE_ASSEMBLY,GO:0034380
HIGH_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE,GO:0034384
LIPID_DROPLET_ORGANIZATION,GO:0034389
SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS,GO:0034390
